Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Delwig;9001;UKR;1914;1915;1920;1990;2;3;1;2;0;4;0;unknown;1919;1932;x
Didushok;9002;UKR;1915;1936;1936;1936;3;5;0;1;0;5;0;unknown;1919;1932;x
Drozdovskyi;9004;UKR;1919;1990;1990;1990;3;3;0;2;0;5;0;unknown;1919;1932;x
Hryhoryiev;9008;UKR;1914;1915;1918;1990;3;3;18;2;0;1;0;unknown;1919;1932;x
Kakurin;9009;UKR;1919;1990;1990;1990;3;3;0;2;0;5;0;unknown;1919;1932;x
Kapustianskyi;9010;UKR;1919;1919;1990;1990;3;3;0;2;0;5;0;unknown;1919;1932;x
Konovalets;9012;UKR;1915;1918;1919;1990;1;5;0;5;0;5;0;6929;1919;1932;x
Osetskyi;9019;UKR;1918;1918;1919;1990;2;5;0;3;0;5;0;unknown;1919;1932;x
Petriv;9022;UKR;1918;1918;1919;1990;3;3;0;2;0;5;0;unknown;1919;1932;x
Salskyi;9023;UKR;1918;1918;1919;1990;3;3;0;2;0;5;0;unknown;1919;1932;x
Sinkler;9025;UKR;1919;1990;1990;1990;3;3;0;2;0;1;0;unknown;1919;1932;x
Stefaniv;9026;UKR;1915;1990;1990;1990;1;5;0;5;0;5;0;7754;1919;1932;x
Udovychenko;9029;UKR;1918;1919;1990;1990;3;3;0;2;0;5;0;unknown;1919;1932;x
Zamrodskyi;9030;UKR;1915;1916;1917;1990;3;3;0;2;0;5;0;unknown;1919;1932;x
