Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Chen Kan;585069;CGX;1935;1943;1990;1990;3;4;0;1;0;4;0;unknown;1935;1949;x
Chen Keqiu;585070;CGX;1936;1990;1990;1990;3;3;0;0;0;4;0;unknown;1936;1958;x
Chen Mingshu;585071;CGX;1925;1926;1950;1990;2;4;4;2;0;4;0;6300;1925;1970;x
Chen Renzhi;585072;CGX;1933;1990;1990;1990;3;3;16;1;0;4;0;unknown;1933;1955;x
Chen Wen;585073;CGX;1936;1990;1990;1990;3;2;0;0;0;4;0;unknown;1936;1968;x
Chen Yinglin;585074;CGX;1929;1990;1990;1990;3;2;0;0;0;4;0;unknown;1929;1966;x
Chen Yinglong;585075;CGX;1934;1937;1990;1990;2;2;0;0;0;3;0;unknown;1934;1951;x
Chen Zhongying;585076;CGX;1930;1990;1990;1990;3;2;0;0;0;4;0;unknown;1930;1947;x
Deng E;585077;CGX;1931;1943;1990;1990;3;4;128;1;0;4;0;unknown;1931;1974;x
Deng Shizeng;585078;CGX;1926;1937;1990;1990;3;4;16;2;0;4;0;unknown;1926;1954;x
Feng Ciqi;585079;CGX;1930;1990;1990;1990;3;2;0;0;0;4;0;unknown;1930;1954;x
Gan Lichu;585080;CGX;1930;1990;1990;1990;3;2;0;0;0;4;0;unknown;1930;1950;x
Gan Qingchi;585081;CGX;1927;1990;1990;1990;3;2;0;0;0;4;0;unknown;1927;1951;x
He Tong;585082;CGX;1926;1990;1990;1990;3;2;0;0;0;4;0;unknown;1926;1972;x
Huang Musong;585083;CGX;1927;1930;1990;1990;3;3;512;1;0;4;0;unknown;1927;1937;x
Huang Qiang;585084;CGX;1928;1932;1990;1990;3;3;0;1;0;4;0;unknown;1928;1974;x
Huang Renhuan;585085;CGX;1923;1938;1990;1990;3;4;18;1;0;4;0;unknown;1923;1956;x
Huang Shitu;585086;CGX;1939;1990;1990;1990;3;3;0;0;0;4;0;unknown;1939;1960;x
Huang Zheng;585087;CGX;1938;1990;1990;1990;3;2;0;0;0;4;0;unknown;1938;1968;x
Huang Zhiwen;585088;CGX;1932;1990;1990;1990;3;4;0;1;0;4;0;unknown;1932;1947;x
Lin Xunnan;585089;CGX;1935;1941;1990;1990;2;4;0;1;0;4;2;unknown;1935;1970;x
Liu Yaohuan;585090;CGX;1930;1990;1990;1990;3;4;0;1;0;4;2;unknown;1930;1990;x
Li Yangjing;585091;CGX;1929;1931;1990;1990;3;4;0;1;0;4;0;unknown;1929;1988;x
Li Yunkun;585092;CGX;1931;1990;1990;1990;3;3;0;0;0;4;0;unknown;1931;1958;x
Lu Ruirong;585093;CGX;1926;1990;1990;1990;3;4;16;1;0;4;0;unknown;1926;1979;x
Ma Binghong;585094;CGX;1936;1945;1990;1990;3;3;1;1;0;4;0;unknown;1936;1958;x
Mo Xide;585095;CGX;1930;1937;1990;1990;2;5;0;1;0;4;0;unknown;1930;1950;x
Ouyang Ju;585096;CGX;1925;1990;1990;1990;3;3;2;0;0;4;0;unknown;1925;1958;x
Tang Yuzong;585097;CGX;1930;1990;1990;1990;3;3;0;1;0;4;0;unknown;1930;1970;x
Tan Langxing;585098;CGX;1926;1990;1990;1990;3;2;0;0;0;4;0;unknown;1926;1972;x
Tan Qixiu;585099;CGX;1932;1933;1990;1990;2;4;16;1;0;4;0;unknown;1932;1949;x
Tu Sizong;585100;CGX;1935;1939;1990;1990;3;3;0;1;0;4;0;unknown;1935;1981;x
Wab Quance;585101;CGX;1933;1990;1990;1990;3;3;0;0;0;4;0;unknown;1933;1937;x
Wang Maogong;585102;CGX;1926;1940;1990;1990;2;4;0;2;0;4;0;unknown;1926;1961;x
Wang Yingyu;585103;CGX;1930;1990;1990;1990;3;2;0;0;0;4;0;unknown;1930;1982;x
Wen Yanbin;585104;CGX;1922;1933;1990;1990;2;3;512;1;0;4;0;unknown;1922;1944;x
Wu Jianxiong;585105;CGX;1929;1933;1990;1990;2;4;17;2;0;4;0;unknown;1929;1970;x
Xie Yingbai;585106;CGX;1928;1942;1990;1990;3;2;1;1;0;4;0;unknown;1928;1964;x
Yan Yingyu;585107;CGX;1936;1990;1990;1990;3;3;0;0;0;4;0;unknown;1936;1951;x
Ye Gongwu;585108;CGX;1936;1990;1990;1990;3;2;1;0;0;4;0;unknown;1936;1970;x
Ye Zhao;585109;CGX;1932;1937;1940;1990;3;2;512;1;0;4;0;unknown;1932;1953;x
Zhang Dahua;585110;CGX;1936;1990;1990;1990;3;2;0;0;0;4;0;unknown;1936;1970;x
Zhou Wuyi;585111;CGX;1927;1990;1990;1990;3;2;0;0;0;4;0;unknown;1927;1989;x
Yu Zhongqi;585112;CGX;1928;1990;1990;1990;3;2;0;0;0;4;0;unknown;1928;1950;x
Lin Zhenxiong;585113;CGX;1926;1937;1990;1990;3;2;0;1;0;4;1;unknown;1926;1964;x
