Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Wang Zhaoxiang;615060;CYN;1930;1990;1990;1990;3;1;0;0;0;4;0;unknown;1930;1952;x
Xi Ziqiang;615061;CYN;1917;1990;1990;1990;3;2;0;0;0;4;0;unknown;1917;1927;x
Yang Chieh;615062;CYN;1917;1917;1929;1990;1;3;0;1;0;4;0;6313;1917;1949;x
Yang Hongguang;615063;CYN;1938;1941;1990;1990;2;3;0;1;0;4;0;unknown;1938;1950;x
Yin Longju;615064;CYN;1930;1990;1990;1990;3;2;0;0;0;4;0;unknown;1930;1977;x
Yuan Changrong;615065;CYN;1929;1936;1990;1990;2;2;0;1;0;4;0;unknown;1929;1970;x
Yuan Jixi;615066;CYN;1927;1936;1990;1990;2;2;0;1;0;4;0;unknown;1927;1970;x
Yu Jianxun;615067;CYN;1930;1990;1990;1990;3;2;0;0;0;4;0;unknown;1930;1986;x
Zhang Chong;615068;CYN;1927;1938;1990;1990;2;3;0;1;0;4;0;6314;1927;1980;x
Zhang Gongda;615069;CYN;1939;1999;1999;1999;3;2;16;1;0;4;0;unknown;1939;1996;x
Zhang Yougu;615070;CYN;1931;1990;1990;1990;3;3;0;1;0;4;2;unknown;1931;1970;x
Zhang Yuren;615071;CYN;1926;1941;1990;1990;3;4;0;1;0;4;0;unknown;1926;1961;x
Zhang Jiliang;615072;CYN;1921;1990;1990;1990;3;4;0;1;0;4;0;unknown;1921;1952;x
Hu Ruoyu;615073;CYN;1917;1927;1990;1990;2;3;0;0;0;4;0;unknown;1917;1949;x
