Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Cervera Valderrama;35072;SPA;1930;1930;1930;1990;1;5;0;1;0;5;1;L3471;1930;1945;x
de Vierna Belondo;35073;SPA;1937;1943;1990;1990;3;5;0;1;0;5;1;L3472;1937;1960;x
de Portago Cabeza de Vaca;35074;SPA;1930;1990;1990;1990;3;4;0;0;0;5;1;L3473;1930;1938;x
Estrada Arnais;35075;SPA;1930;1990;1990;1990;3;4;0;0;0;5;1;L3474;1930;1938;x
Franco Bahamonde;35076;SPA;1930;1939;1990;1990;2;4;0;1;0;5;1;L3475;1930;1960;x
Fontenla Maristany;35077;SPA;1942;1944;1990;1990;2;5;0;1;0;5;1;L3476;1942;1960;x
Moreno Fernández  F.;35078;SPA;1939;1942;1945;1990;2;5;8192;2;0;5;1;L3477;1939;1960;x
Moreno Fernández  S.;35079;SPA;1930;1930;1990;1990;2;4;0;1;0;5;1;L3478;1930;1960;x
Nunez de Olaneta;35080;SPA;1930;1990;1990;1990;3;4;1024;0;0;5;1;L3479;1930;1939;x
Aguirre Vila;35081;SPA;1930;1942;1990;1990;3;5;8192;2;0;5;2;L3480;1930;1960;x
Alfonso Orleans y Borbon;35082;SPA;1930;1990;1990;1990;3;4;0;0;0;3;2;L3481;1930;1937;x
Calderon Gaztelu;35083;SPA;1937;1990;1990;1990;3;5;131072;0;0;5;2;L3482;1937;1960;x
de Haya Gonzalez;35084;SPA;1930;1939;1990;1990;3;4;0;1;0;5;2;L3483;1930;1960;x
Franco Bahamonde;35085;SPA;1930;1990;1990;1990;3;5;0;1;0;5;2;L3484;1930;1938;x
Garcia-Morato Castaño;35086;SPA;1930;1990;1990;1990;3;5;16384;0;0;5;2;L3485;1930;1939;x
Kindelán y Duany;35087;SPA;1930;1930;1937;1942;1;7;32768;3;0;4;2;L3486;1930;1960;x
Muñoz Jímenez-Millas;35088;SPA;1930;1990;1990;1990;3;4;0;0;0;5;2;L3487;1930;1960;x
Rambaud Goma;35089;SPA;1930;1940;1990;1990;3;5;0;1;0;5;2;L3488;1930;1960;x
Salas Larranzábal;35090;SPA;1930;1990;1990;1990;3;5;4096;0;0;5;2;L3489;1930;1960;x
Vigón Suerodíaz;35091;SPA;1930;1937;1990;1990;2;5;0;1;0;5;2;L3490;1930;1960;x
Vives Camino;35092;SPA;1937;1990;1990;1990;3;5;0;1;0;5;2;L3491;1937;1939;x
von Moreau (GER);35093;SPA;1930;1990;1990;1990;3;5;65536;0;0;4;2;L3492;1930;1960;x
von Richthofen W. (GER);35094;SPA;1930;1930;1990;1990;2;9;36864;3;0;4;2;L3493;1930;1960;x
von Sperrle (GER);35095;SPA;1930;1930;1990;1990;2;9;49152;3;0;4;2;L3494;1930;1960;x
Alfonso XIII;35096;SPA;1902;1908;1910;1912;0;5;512;0;0;5;0;5766;1908;1932;x
Aguilera;35097;SPA;1908;1912;1932;1932;2;5;512;0;0;5;0;unknown;1908;1932;x
Aizpuru;35098;SPA;1912;1932;1932;1932;3;5;0;1;0;5;0;unknown;1912;1932;x
Alfau;35099;SPA;1912;1932;1932;1932;3;5;512;2;0;5;0;unknown;1912;1932;x
Amat;35100;SPA;1912;1932;1932;1932;3;5;0;1;0;5;0;unknown;1912;1932;x
Aznar;35101;SPA;1897;1907;1932;1932;2;5;512;2;0;5;0;5767;1897;1924;x
Barrera;35102;SPA;1912;1924;1932;1932;3;5;512;1;0;5;0;7932;1912;1932;x
Berenguer F.;35103;SPA;1912;1923;1932;1932;2;5;512;1;0;5;0;unknown;1912;1932;x
Berenguer D.;35104;SPA;1908;1910;1912;1932;1;5;514;2;0;5;0;5768;1908;1932;x
Burguete;35105;SPA;1902;1908;1912;1932;1;5;512;2;0;5;0;unknown;1902;1932;x
Cavalcanti;35106;SPA;1908;1923;1932;1932;3;5;768;3;0;5;0;5769;1908;1932;x
Dabán Vallejo;35107;SPA;1922;1932;1932;1932;3;5;0;2;0;5;0;unknown;1922;1932;x
De la Cierva;35108;SPA;1908;1912;1932;1932;2;5;512;1;0;5;0;unknown;1908;1932;x
Echague;35109;SPA;1897;1908;1912;1932;1;5;512;2;0;5;0;5770;1897;1918;x
Gómez Jordana;35110;SPA;1922;1932;1932;1932;3;5;0;2;0;5;0;5771;1922;1932;x
Hermosa;35111;SPA;1912;1932;1932;1932;3;5;512;1;0;5;0;unknown;1912;1932;x
Lopez Ochoa;35112;SPA;1923;1932;1932;1932;3;5;4;2;0;5;0;5772;1923;1932;x
Lorente;35113;SPA;1908;1932;1932;1932;3;5;512;0;0;5;0;unknown;1908;1932;x
Luque;35114;SPA;1902;1908;1912;1932;1;5;514;2;0;5;0;unknown;1902;1932;x
Marina;35115;SPA;1897;1912;1932;1932;2;5;512;2;0;5;0;5774;1897;1932;x
Martínez Anido;35116;SPA;1917;1932;1932;1932;3;5;1;0;0;5;0;5773;1917;1932;x
Mayandía;35117;SPA;1922;1932;1932;1932;3;5;0;1;0;5;0;5775;1922;1932;x
Milans del Bosch;35118;SPA;1913;1932;1932;1932;3;5;4;1;0;5;0;5776;1913;1932;x
Muñoz Cobo;35119;SPA;1912;1932;1932;1932;3;5;512;2;0;5;0;unknown;1912;1932;x
Muslera;35120;SPA;1922;1932;1932;1932;3;5;0;0;0;5;0;unknown;1922;1932;x
Navarro;35121;SPA;1922;1932;1932;1932;3;5;0;2;0;5;0;5777;1922;1932;x
O'Donnell J.;35122;SPA;1908;1912;1932;1932;2;5;512;1;0;5;0;unknown;1908;1932;x
Olaguer;35123;SPA;1897;1932;1932;1932;3;5;512;0;0;5;0;unknown;1897;1932;x
Primo de Rivera F.;35124;SPA;1897;1897;1897;1932;1;5;512;2;0;5;0;5778;1897;1921;x
Primo de Rivera M.;35125;SPA;1912;1919;1923;1932;1;5;2;3;0;5;0;5779;1912;1932;x
Queipo De Llano;35126;SPA;1923;1932;1932;1932;3;5;32;2;0;5;0;5780;1923;1932;x
Rodriguez Pedré;35127;SPA;1922;1932;1932;1932;3;5;0;1;0;5;0;unknown;1922;1932;x
Ruiz del Portal;35128;SPA;1923;1932;1932;1932;3;5;0;2;0;5;0;unknown;1923;1932;x
Sanjurjo;35129;SPA;1908;1912;1921;1932;2;5;5;3;0;5;0;5781;1908;1932;x
Santiago;35130;SPA;1912;1932;1932;1932;3;5;512;0;0;5;0;unknown;1912;1932;x
Saro;35131;SPA;1922;1924;1932;1932;3;5;0;2;0;5;0;unknown;1922;1932;x
Silvestre;35132;SPA;1918;1932;1932;1932;3;5;0;0;0;5;0;5782;1918;1932;x
Tovar;35133;SPA;1897;1914;1932;1932;2;5;512;2;0;5;0;unknown;1897;1932;x
Vallejo;35134;SPA;1912;1932;1932;1932;3;5;0;1;0;5;0;unknown;1912;1932;x
Villalba;35135;SPA;1908;1912;1932;1932;2;5;512;2;0;5;0;5783;1908;1932;x
Weyler;35136;SPA;1897;1897;1902;1932;1;5;514;1;0;5;0;5784;1897;1923;x
Aznar Cabañas;35137;SPA;1908;1918;1921;1932;1;5;2048;2;0;5;1;5785;1908;1932;x
Chacon y Pery;35138;SPA;1897;1908;1932;1932;2;5;8192;1;0;5;1;unknown;1897;1932;x
Cornejo;35139;SPA;1912;1932;1932;1932;3;5;0;1;0;5;1;unknown;1912;1932;x
De los Reyes;35140;SPA;1923;1932;1932;1932;3;5;0;2;0;5;1;unknown;1923;1932;x
Ferrandiz;35141;SPA;1897;1902;1932;1932;2;5;0;1;0;5;1;unknown;1897;1916;x
Flórez;35142;SPA;1912;1932;1932;1932;3;5;2048;2;0;5;1;unknown;1912;1932;x
Magaz;35143;SPA;1908;1932;1932;1932;3;5;0;2;0;5;1;unknown;1908;1932;x
Miranda y Godoy;35144;SPA;1908;1913;1932;1932;2;5;2048;2;0;5;1;unknown;1908;1920;x
Pidal;35145;SPA;1897;1902;1910;1932;1;5;4096;3;0;5;1;unknown;1897;1920;x
Rodriguez;35146;SPA;1908;1932;1932;1932;3;5;0;0;0;5;1;5786;1908;1932;x
Barberan Tros;35147;SPA;1921;1932;1932;1932;3;5;0;0;0;5;2;5787;1921;1932;x
Bayo A.;35148;SPA;1915;1932;1932;1932;3;5;0;0;0;5;2;unknown;1915;1932;x
Camacho;35149;SPA;1923;1932;1932;1932;3;5;0;1;0;5;2;5788;1923;1932;x
De Orleans y Borbón A.;35150;SPA;1913;1932;1932;1932;3;5;0;1;0;5;2;5789;1913;1932;x
Franco Bahamonde R.;35151;SPA;1923;1932;1932;1932;3;5;0;2;0;5;2;5790;1923;1932;x
Gonzalez Gallarza;35152;SPA;1923;1932;1932;1932;3;5;0;0;0;5;2;5791;1923;1932;x
Kindelán;35153;SPA;1912;1922;1932;1932;3;5;4096;2;0;5;2;5792;1912;1932;x
Herrera Linares;35154;SPA;1913;1932;1932;1932;3;5;0;0;0;5;2;5793;1913;1932;x
Gil de Borja;35155;SPA;1917;1917;1932;1932;2;5;0;0;0;5;2;unknown;1917;1932;x
Rodriguez Mourelo;35156;SPA;1915;1918;1932;1932;2;5;0;1;0;5;2;unknown;1915;1932;x
Soriano;35157;SPA;1922;1923;1932;1932;3;5;0;0;0;5;2;unknown;1922;1932;x
Velasco;35158;SPA;1913;1932;1932;1932;3;5;0;0;0;5;2;5794;1913;1932;x
Vives P.;35159;SPA;1912;1932;1932;1932;3;5;32768;1;0;5;2;5795;1912;1932;x
Vives F.;35160;SPA;1922;1932;1932;1932;3;5;0;0;0;5;2;5796;1922;1932;x
Blanco;35161;SPA;1897;1897;1897;1932;1;7;2;3;0;5;0;5797;1897;1900;x
Macías;35162;SPA;1897;1932;1932;1932;3;5;2;2;0;5;0;5798;1897;1906;x
Vara del Rey;35163;SPA;1897;1900;1903;1932;1;6;2;3;0;5;0;5799;1897;1906;x
Weyler;35164;SPA;1897;1897;1897;1932;1;7;2;3;0;5;0;unknown;1897;1900;x
Rubin;35165;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Geronimo;35166;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Tejeda;35167;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Hernandez;35168;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Valderrama;35169;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Molina;35170;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Bernal;35171;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Aldave;35172;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Laro;35173;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Castellanos;35174;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Marde;35175;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Luque;35176;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Toral;35177;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Pareja;35178;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Juadenes;35179;SPA;1897;1932;1932;1932;3;5;0;2;0;5;0;unknown;1897;1932;x
Linares;35180;SPA;1897;1897;1932;1932;2;6;2;3;0;5;0;unknown;1897;1912;x
Gonzalez Parado;35181;SPA;1897;1897;1932;1932;2;5;0;2;0;5;0;unknown;1897;1908;x
Aguirre;35182;SPA;1897;1897;1932;1932;2;5;0;2;0;5;0;unknown;1897;1908;x
Salcedo;35183;SPA;1897;1897;1932;1932;2;5;0;2;0;5;0;unknown;1897;1908;x
Augustin;35184;SPA;1897;1897;1897;1932;1;5;0;2;0;5;0;unknown;1897;1908;x
Auñón;35185;SPA;1897;1906;1932;1932;3;6;0;2;0;5;1;5800;1897;1908;x
Bermejo;35186;SPA;1897;1897;1897;1932;1;5;0;2;0;5;1;5801;1897;1900;x
Cervera;35187;SPA;1897;1897;1897;1932;1;5;0;2;0;5;1;5802;1897;1904;x
Montojo;35188;SPA;1897;1932;1932;1932;3;5;0;2;0;5;1;5803;1897;1901;x
Villaamil;35189;SPA;1897;1932;1932;1932;3;5;0;2;0;5;1;5804;1897;1901;x
Cámara;35190;SPA;1897;1897;1897;1932;1;5;0;2;0;5;1;5805;1897;1904;x
