Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Naschold Argomedo;210079;CHL;1908;1908;1932;1932;2;5;0;2;0;5;0;299;1908;1932;x
Tellez Cracamo;210080;CHL;1908;1908;1932;1932;2;5;0;2;0;5;0;300;1908;1932;x
Ekdahl Anglin;210081;CHL;1908;1908;1932;1932;2;5;0;2;0;5;0;301;1908;1932;x
Videla;210082;CHL;1908;1908;1932;1932;2;5;0;2;0;5;0;302;1908;1932;x
Ledesma;210083;CHL;1908;1908;1932;1932;2;5;0;2;0;5;0;303;1908;1932;x
Sez Morales;210084;CHL;1908;1908;1932;1932;2;5;0;2;0;5;0;304;1908;1932;x
Gomaz Arcos;210085;CHL;1908;1908;1932;1932;2;5;0;2;0;5;0;305;1908;1932;x
Holley;210086;CHL;1897;1897;1904;1932;2;5;512;2;0;5;0;306;1897;1914;x
Körner;210087;CHL;1897;1897;1911;1932;2;5;512;2;0;5;0;307;1897;1920;x
Pinto A.;210088;CHL;1897;1911;1914;1932;2;5;0;2;0;5;0;308;1897;1924;x
Pinto M.;210089;CHL;1897;1897;1897;1932;2;5;512;2;0;5;0;309;1897;1899;x
