Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Shi Yanmao;605039;CSX;1933;1990;1990;1990;3;2;0;0;0;4;0;unknown;1933;1974;x
Tai Shoumin;605040;CSX;1924;1990;1990;1990;3;2;0;0;0;4;0;unknown;1924;1970;x
Tian Xiuzhang;605041;CSX;1935;1990;1990;1990;3;2;0;0;0;4;0;unknown;1935;1950;x
Xie Lian;605042;CSX;1926;1936;1990;1990;3;3;0;1;0;4;0;unknown;1926;1952;x
Yang Chengyan;605043;CSX;1927;1930;1990;1990;3;2;0;0;0;4;0;unknown;1927;1970;x
Yang Shiyuan;605044;CSX;1926;1927;1990;1990;2;2;0;1;0;4;0;unknown;1926;1951;x
Yang Weiyuan;605045;CSX;1937;1990;1990;1990;3;3;0;1;0;4;0;unknown;1937;1988;x
Yang Yaofang;605046;CSX;1930;1935;1990;1990;3;3;0;1;0;4;0;unknown;1930;1978;x
Yang Zhaolin;605047;CSX;1936;1990;1990;1990;3;2;0;0;0;4;0;unknown;1936;1970;x
Yao Beichen;605048;CSX;1931;1990;1990;1990;3;2;0;0;0;4;0;unknown;1931;1953;x
Ye Qijie;605049;CSX;1929;1934;1990;1990;2;3;0;1;0;4;0;unknown;1929;1978;x
Yu Fanggao;605050;CSX;1931;1937;1990;1990;2;3;0;1;0;4;0;unknown;1931;1981;x
Zhang Huizhao;605051;CSX;1926;1930;1990;1990;2;2;0;1;0;4;0;unknown;1926;1956;x
Zhang Peimei;605052;CSX;1917;1924;1990;1990;2;2;0;1;0;4;0;6305;1917;1938;x
Zhang Shuzhi;605053;CSX;1912;1936;1990;1990;2;2;512;1;0;4;0;unknown;1912;1946;x
Zhang Yinwu;605054;CSX;1926;1927;1990;1990;3;3;0;1;0;4;0;unknown;1926;1949;x
Zhang Zhixing;605055;CSX;1929;1938;1990;1990;3;2;17;1;0;4;0;6306;1929;1994;x
Zuo Shiyun;605056;CSX;1939;1943;1990;1990;3;3;16;1;0;4;0;unknown;1939;1960;x
